                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    150,                 1.1108,                0.89867,                 1.2813,                0.83452,                0.63025,                0.71021,                0.38189,                 1.6222,                 1.1149,                 1.8184,              0.0070696,              0.0070696,              0.0070696
                    151,                 1.1077,                0.91571,                 1.2876,                0.82287,                0.64173,                0.72991,                 0.3852,                 1.6427,                 1.1193,                 1.8191,              0.0070498,              0.0070498,              0.0070498
                    152,                 1.0959,                0.89977,                 1.2683,                0.80007,                0.66099,                0.71964,                  0.379,                 1.6294,                 1.1227,                 1.8136,                0.00703,                0.00703,                0.00703
                    153,                 1.0946,                0.89676,                 1.2629,                0.76487,                 0.6636,                0.71855,                 0.3737,                   1.65,                 1.1542,                 1.8308,              0.0070102,              0.0070102,              0.0070102
                    154,                 1.1039,                0.91672,                 1.2784,                0.79812,                0.65727,                0.72996,                0.38413,                  1.619,                  1.153,                 1.7975,              0.0069904,              0.0069904,              0.0069904
                    155,                 1.0918,                0.89746,                 1.2657,                0.76456,                0.66669,                0.71885,                0.37959,                 1.6066,                 1.1343,                  1.796,              0.0069706,              0.0069706,              0.0069706
                    156,                 1.1118,                 0.8912,                 1.2636,                0.77227,                0.64605,                0.70379,                0.37421,                 1.6301,                 1.1417,                 1.8049,              0.0069508,              0.0069508,              0.0069508
                    157,                 1.0945,                0.89349,                 1.2644,                0.77411,                0.66309,                0.71461,                0.37369,                 1.6304,                 1.1371,                 1.8212,               0.006931,               0.006931,               0.006931
                    158,                 1.0915,                0.88453,                 1.2654,                0.75113,                 0.6729,                0.70524,                 0.3737,                 1.6488,                 1.1244,                 1.8398,              0.0069112,              0.0069112,              0.0069112
                    159,                 1.0846,                0.88038,                  1.264,                 0.7781,                0.64612,                 0.7091,                0.37109,                 1.6588,                 1.1249,                 1.8477,              0.0068914,              0.0068914,              0.0068914
                    160,                 1.0875,                0.88861,                 1.2639,                0.79654,                0.63581,                0.70171,                0.37097,                 1.6427,                 1.1415,                 1.8397,              0.0068716,              0.0068716,              0.0068716
                    161,                 1.0751,                0.87456,                 1.2575,                0.75008,                 0.6782,                0.70516,                0.37731,                 1.6574,                 1.1506,                 1.8406,              0.0068518,              0.0068518,              0.0068518
                    162,                 1.0687,                0.88055,                 1.2566,                0.74174,                0.67037,                0.70906,                0.37543,                 1.6621,                 1.1315,                 1.8474,               0.006832,               0.006832,               0.006832
                    163,                 1.0704,                0.86476,                 1.2547,                0.76586,                0.65851,                0.70398,                0.37123,                 1.6652,                 1.1657,                 1.8589,              0.0068122,              0.0068122,              0.0068122
                    164,                 1.0676,                0.88354,                 1.2618,                 0.8258,                0.62429,                0.70916,                0.38006,                 1.6595,                 1.1447,                 1.8575,              0.0067924,              0.0067924,              0.0067924
                    165,                 1.0708,                0.86939,                 1.2516,                0.77263,                 0.6439,                0.71027,                0.37678,                 1.6423,                 1.1236,                 1.8386,              0.0067726,              0.0067726,              0.0067726
                    166,                 1.0755,                0.87751,                 1.2542,                0.78301,                0.66883,                0.71368,                0.37327,                 1.6466,                 1.1365,                 1.8551,              0.0067528,              0.0067528,              0.0067528
                    167,                 1.0814,                0.87213,                 1.2561,                0.78612,                0.65978,                0.70518,                0.37808,                 1.6421,                 1.1481,                 1.8466,               0.006733,               0.006733,               0.006733
                    168,                 1.0756,                0.86364,                 1.2568,                0.79581,                0.67167,                0.71894,                0.38324,                 1.6402,                 1.1301,                 1.8284,              0.0067132,              0.0067132,              0.0067132
                    169,                 1.0672,                0.87328,                 1.2514,                 0.8052,                  0.651,                0.73098,                0.38915,                 1.6357,                 1.1025,                  1.812,              0.0066934,              0.0066934,              0.0066934
                    170,                 1.0646,                0.86393,                 1.2493,                 0.7912,                0.66542,                0.72117,                0.38745,                 1.6347,                  1.121,                 1.8146,              0.0066736,              0.0066736,              0.0066736
                    171,                 1.0656,                0.87034,                 1.2544,                0.79275,                0.66982,                0.71262,                0.38432,                 1.6446,                 1.1449,                 1.8287,              0.0066538,              0.0066538,              0.0066538
                    172,                 1.0605,                0.84914,                 1.2426,                0.81423,                0.65916,                 0.7056,                 0.3757,                 1.6743,                 1.1241,                 1.8505,               0.006634,               0.006634,               0.006634
                    173,                 1.0642,                0.84612,                 1.2435,                0.77193,                0.66506,                0.70866,                0.37576,                 1.6668,                 1.1384,                 1.8579,              0.0066142,              0.0066142,              0.0066142
                    174,                 1.0696,                0.84917,                 1.2413,                0.81098,                0.65161,                0.72831,                 0.3845,                 1.6355,                 1.1208,                 1.8298,              0.0065944,              0.0065944,              0.0065944
                    175,                 1.0511,                0.84387,                 1.2441,                0.79568,                0.64972,                0.71969,                0.38261,                 1.6739,                 1.1426,                 1.8623,              0.0065746,              0.0065746,              0.0065746
                    176,                 1.0621,                0.85257,                 1.2524,                0.79753,                0.65036,                0.72011,                0.37894,                 1.6717,                 1.1531,                 1.8582,              0.0065548,              0.0065548,              0.0065548
                    177,                  1.047,                0.83624,                 1.2383,                0.78508,                0.65461,                0.71517,                0.38015,                 1.6743,                 1.1257,                 1.8516,               0.006535,               0.006535,               0.006535
                    178,                 1.0555,                0.84294,                 1.2437,                0.77591,                0.64423,                0.71218,                0.37689,                 1.6623,                 1.1191,                 1.8535,              0.0065152,              0.0065152,              0.0065152
                    179,                 1.0471,                0.84161,                  1.241,                0.79939,                0.64408,                0.71929,                0.38037,                 1.6838,                   1.12,                  1.876,              0.0064954,              0.0064954,              0.0064954
                    180,                 1.0528,                0.84671,                 1.2445,                0.80762,                0.65976,                0.72379,                0.37852,                 1.6844,                 1.1208,                 1.8671,              0.0064756,              0.0064756,              0.0064756
                    181,                 1.0498,                 0.8449,                 1.2393,                0.79024,                0.66506,                0.72545,                0.38283,                  1.667,                 1.1277,                 1.8539,              0.0064558,              0.0064558,              0.0064558
                    182,                 1.0395,                0.83376,                 1.2317,                0.77974,                0.67037,                0.71185,                0.37921,                 1.6525,                 1.1278,                 1.8379,               0.006436,               0.006436,               0.006436
                    183,                 1.0476,                0.82522,                 1.2347,                0.79588,                0.65622,                0.72433,                0.38349,                 1.6538,                 1.1053,                 1.8402,              0.0064162,              0.0064162,              0.0064162
                    184,                 1.0422,                0.83638,                 1.2324,                0.79605,                0.65756,                 0.7246,                 0.3805,                 1.6605,                 1.1224,                 1.8597,              0.0063964,              0.0063964,              0.0063964
